# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_racemosa_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_racemosa_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_racemosa_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_racemosa_v2.Aligned.sortedByCoord.out.bam
CRAC_004506-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	256951;257168;257411;257517;257648;257827;258166;258313	257123;257369;257476;257596;257785;258109;258272;258628	+;+;+;+;+;+;+;+	1365	0
CRAC_004506-T3	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	256951;257411;257517;257648;257827;258166;258313	257369;257476;257596;257785;258114;258272;258569	+;+;+;+;+;+;+	1355	0
CRAC_004507-T1	scaffold_9;scaffold_9	258681;258864	258818;258998	+;+	273	0
CRAC_004508-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	259340;259670;259913;260242;260494;260718;261015;261286;262296;262556;262807;262952	259624;259868;260188;260446;260670;260961;261235;262254;262503;262756;262902;262987	-;-;-;-;-;-;-;-;-;-;-;-	3117	0
CRAC_004509-T1	scaffold_9;scaffold_9	263453;263723	263672;263937	+;+	435	0
CRAC_004510-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	263994;264068;264222;264497;264846	264021;264172;264454;264802;265511	+;+;+;+;+	1338	0
CRAC_004511-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	265595;265859;266020;266174;266418	265811;265978;266131;266375;266516	+;+;+;+;+	750	2
CRAC_004512-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	266574;266996;267160;267270;267454	266951;267116;267224;267411;267511	-;-;-;-;-	764	0
CRAC_004513-T1	scaffold_9;scaffold_9	267642;268260	268203;268274	-;-	577	0
CRAC_004514-T1	scaffold_9;scaffold_9;scaffold_9	268727;269023;269262	268962;269214;269703	+;+;+	870	0
CRAC_004515-T1	scaffold_9;scaffold_9;scaffold_9	269921;270332;270572	270273;270545;270846	+;+;+	842	0
CRAC_004516-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	271226;271656;271843;272034;272266	271614;271796;271975;272219;272630	+;+;+;+;+	1214	0
CRAC_004516-T2	scaffold_9;scaffold_9	271798;272266	272219;272630	+;+	787	0
CRAC_004517-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	272617;272757;273181;273369;273528	272710;273127;273326;273486;273973	-;-;-;-;-	1175	0
CRAC_004518-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	273980;274365;274563;274801;276363	274321;274516;274758;276316;276592	+;+;+;+;+	2436	0
CRAC_004519-T1	scaffold_9;scaffold_9;scaffold_9	276609;276846;277015	276798;276970;277770	+;+;+	1071	0
CRAC_004520-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	277978;278132;278481;278602;278793;278951;279081	278078;278436;278560;278748;278921;279039;279231	-;-;-;-;-;-;-	1002	0
CRAC_004521-T1	scaffold_9;scaffold_9	279244;279400	279352;280204	+;+	914	0
CRAC_004521-T2	scaffold_9;scaffold_9;scaffold_9	279244;279400;279597	279352;279550;279711	+;+;+	375	0
CRAC_004522-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	280245;280431;280870;281162;281356;281520;281728	280387;280829;281120;281311;281478;281680;282725	+;+;+;+;+;+;+	2225	0
CRAC_004523-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	281727;283142;283301;285613;285829	283092;283254;285564;285784;285885	-;-;-;-;-	3972	0
CRAC_004524-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	287359;287460;287899;288191;288385;288549;288757	287416;287858;288149;288340;288507;288709;289273	+;+;+;+;+;+;+	1659	0
CRAC_004525-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	290250;290452;290890;291182;291376;291540;291747	290408;290850;291140;291331;291498;291700;292266	+;+;+;+;+;+;+	1763	0
CRAC_004526-T1	scaffold_9;scaffold_9	293011;293295	293249;293454	-;-	399	0
CRAC_004527-T1	scaffold_9;scaffold_9;scaffold_9	294200;294652;294896	294603;294834;295127	-;-;-	819	0
CRAC_004528-T1	scaffold_9;scaffold_9;scaffold_9	296872;297382;297696	297333;297653;297937	-;-;-	976	0
CRAC_004529-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	298011;302557;302995;303096	302511;302949;303051;303299	-;-;-;-	5155	0
CRAC_004530-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	303734;303889;303955;304305;304527	303843;303911;304250;304478;304652	+;+;+;+;+	729	0
CRAC_004531-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	303850;306259;306745;307043;307736;307929	306216;306696;306999;307695;307868;308088	-;-;-;-;-;-	4006	0
CRAC_004532-T1	scaffold_9;scaffold_9;scaffold_9	308085;308293;308445	308249;308398;308749	-;-;-	576	0
CRAC_004533-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	308842;309150;309354;309479	309104;309306;309434;310597	+;+;+;+	1620	0
CRAC_004534-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	311073;311332;311553;311637	311282;311508;311594;311930	-;-;-;-	723	0
CRAC_004535-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	312050;312215;312397;312539;312674;312843;312937	312167;312348;312486;312634;312796;312887;312984	-;-;-;-;-;-;-	654	0
CRAC_004536-T1	scaffold_9	313002	314158	-	1157	0
CRAC_004537-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	314516;314765;314930;315144;315281;315399	314723;314890;315043;315239;315358;315628	-;-;-;-;-;-	852	0
CRAC_004538-T1	scaffold_9	315680	316478	+	799	0
CRAC_004538-T2	scaffold_9;scaffold_9	315680;316142	316100;316478	+;+	758	0
CRAC_004539-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	316502;316691;316977;317240	316646;316928;317200;317323	+;+;+;+	691	0
CRAC_004540-T1	scaffold_9;scaffold_9;scaffold_9	317282;317456;317631	317413;317582;317785	-;-;-	414	0
CRAC_004541-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	317782;317904;318081;318179;320279	317851;318030;318137;320232;321115	+;+;+;+;+	3145	2
CRAC_004542-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	321116;321395;322848;323366;323468;323587;324229;324341	321352;322791;323324;323425;323534;324189;324299;324537	-;-;-;-;-;-;-;-	3109	0
CRAC_004543-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	324061;324229;324341;324538;324658;324899	324189;324299;324490;324616;324848;325466	-;-;-;-;-;-	1188	0
CRAC_004544-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	325520;325701;325814;325921;327083;328603	325660;325769;325881;327039;328553;329145	+;+;+;+;+;+	3411	2
CRAC_004545-T1	scaffold_9;scaffold_9	329395;329532	329519;329949	+;+	543	0
CRAC_004546-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	330224;330407;330610;330702	330354;330550;330625;330767	-;-;-;-	357	0
CRAC_004547-T1	scaffold_9;scaffold_9;scaffold_9	331240;331974;332180	331927;332137;332371	-;-;-	1044	0
CRAC_004548-T1	scaffold_9	332598	333506	-	909	0
CRAC_004549-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	333611;333875;334045;335327;335677	333826;334000;335277;335447;336170	-;-;-;-;-	2190	0
CRAC_004550-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	336205;336685;337105;337916	336645;337063;337865;338261	-;-;-;-	1927	0
CRAC_004551-T1	scaffold_9;scaffold_9	338489;338629	338581;338775	-;-	240	0
CRAC_004552-T1	scaffold_9;scaffold_9	338838;339097	339078;341744	+;+	2889	2
CRAC_004553-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	341924;342104;342309;342841;343238;343482	342062;342258;342789;343193;343436;343618	-;-;-;-;-;-	1464	2
CRAC_004554-T1	scaffold_9	343975	344385	-	411	2
CRAC_004555-T1	scaffold_9	344628	347258	+	2631	0
CRAC_004556-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	346918;347920;348171;348499;349888;350054	347867;348115;348446;349833;349998;350170	-;-;-;-;-;-	2985	0
CRAC_004557-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	350236;350359;350666;355316	350308;350473;355266;355992	+;+;+;+	5466	0
CRAC_004558-T1	scaffold_9;scaffold_9	356673;357869	357816;358131	+;+	1407	5
CRAC_004559-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	359365;359808;359986;360166	359754;359927;360120;360330	-;-;-;-	810	0
CRAC_004560-T1	scaffold_9;scaffold_9;scaffold_9	360313;360673;361264	360632;361215;361720	+;+;+	1320	0
CRAC_004561-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	362249;363330;363533;363702;363893;364181;364617	363282;363490;363655;363851;364140;364573;364729	-;-;-;-;-;-;-	2222	0
CRAC_004563-T1	scaffold_9;scaffold_9	364864;365100	365028;366552	+;+	1618	0
CRAC_004564-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	366599;366701;366977;367409;367959;368451;369549	366655;366933;367363;367916;368411;369500;370133	+;+;+;+;+;+;+	3273	0
CRAC_004565-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	370172;371093;371278;371461;371661;371802;371995	371050;371232;371416;371619;371759;371945;372168	-;-;-;-;-;-;-	1734	0
CRAC_004566-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	372138;372325;372448;372584;372821;372964	372281;372403;372538;372778;372919;373258	+;+;+;+;+;+	903	0
CRAC_004567-T1	scaffold_9;scaffold_9;scaffold_9	373307;373459;373656	373417;373603;373738	+;+;+	339	0
CRAC_004568-T1	scaffold_9	373655	375638	-	1984	0
CRAC_004569-T1	scaffold_9	375696	377393	+	1698	0
CRAC_004570-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	377347;378191;378350;378943;379306	378141;378307;378897;379260;379492	-;-;-;-;-	1965	0
CRAC_004571-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	379536;380013;380140;381060;381260	379956;380090;381003;381215;385506	+;+;+;+;+	5766	0
CRAC_004572-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	385565;385674;385815;385965;386108;386258	385631;385771;385925;386061;386215;386739	+;+;+;+;+;+	963	0
CRAC_004573-T1	scaffold_9;scaffold_9;scaffold_9	387060;387169;387318	387103;387269;389182	+;+;+	2010	0
CRAC_004574-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	389923;389990;390130;390245;390469	389947;390081;390204;390424;390510	+;+;+;+;+	414	0
CRAC_004575-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	390693;390812;391047;391258;391406;391563;391751;391894;392289	390767;390994;391203;391352;391513;391702;391847;392235;392645	+;+;+;+;+;+;+;+;+	1554	0
CRAC_004576-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	395706;395841;396279;396511;396899;397086;397666	395792;396238;396469;396858;397030;397618;397857	+;+;+;+;+;+;+	1881	0
CRAC_004577-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	398023;398885;399161;399320;399808	398838;399117;399272;399479;399938	+;+;+;+;+	1452	0
CRAC_004578-T1	scaffold_9	400666	401904	+	1239	0
CRAC_004579-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	401929;402031;402122;402288	401988;402081;402199;402353	-;-;-;-	255	0
CRAC_004580-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	402450;403117;403244;403406	403070;403193;403361;403471	-;-;-;-	882	0
CRAC_004582-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	403562;403940;404283;404393;404662;404883;404998;405075;405244;405346	403892;404241;404352;404617;404843;404953;405031;405197;405303;405519	-;-;-;-;-;-;-;-;-;-	1572	0
CRAC_004581-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	403608;403772;403929;404028	403728;403882;403978;404066	+;+;+;+	321	0
CRAC_004583-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	405506;406140;406375;407242;407475;407606	406095;406329;407199;407430;407566;407777	-;-;-;-;-;-	2058	0
CRAC_004584-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	407780;408069;408258;408382;408515;408945	408028;408216;408335;408472;408901;409861	+;+;+;+;+;+	1870	0
CRAC_004586-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	410991;412697;412946;413326;413463;413653;413893;414220;414402;414542;414967;415165	412643;412901;413281;413414;413606;413854;414178;414358;414495;414924;415113;415266	-;-;-;-;-;-;-;-;-;-;-;-	3780	0
CRAC_004586-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	411016;412697;412946;413053;413326;413463;413653;413893;414220;414402;414542;414967;415165	412643;412901;413005;413281;413414;413606;413854;414178;414358;414495;414924;415113;415266	-;-;-;-;-;-;-;-;-;-;-;-;-	3708	0
CRAC_004585-T1	scaffold_9	411113	412162	+	1050	0
CRAC_004587-T1	scaffold_9;scaffold_9	415369;415473	415427;415659	+;+	246	0
CRAC_004588-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	415718;415859;416226;416506;416779;417116;417317	415816;416186;416458;416732;417070;417273;417605	+;+;+;+;+;+;+	1626	0
CRAC_004589-T1	scaffold_9	419050	420129	-	1080	0
CRAC_004590-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	420222;420379;420532;420605;420733	420334;420490;420563;420664;420754	-;-;-;-;-	339	0
CRAC_004591-T1	scaffold_9	420835	421281	-	447	0
CRAC_004592-T1	scaffold_9;scaffold_9	421368;425923	425875;425998	-;-	4584	2
CRAC_004593-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	426172;426705;426835;426935;427382;427482	426660;426791;426892;427341;427439;427623	-;-;-;-;-;-	1241	0
CRAC_004594-T1	scaffold_9;scaffold_9;scaffold_9	427657;427941;428094	427895;428048;429852	+;+;+	2106	0
CRAC_004595-T1	scaffold_9;scaffold_9	429153;429360	429312;429919	-;-	720	0
CRAC_004596-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	429934;430269;430499;430687;430800;430922;431115;431241	430228;430454;430642;430751;430872;431071;431192;431644	+;+;+;+;+;+;+;+	1395	0
CRAC_004596-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	429941;430269;430499;430687;430800;430922;431115;431241;431477	430228;430454;430642;430751;430872;431071;431192;431417;431644	+;+;+;+;+;+;+;+;+	1329	0
CRAC_004597-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	431650;431866;432072;432238;432626;432821;433315;433394	431816;432028;432192;432587;432777;433258;433345;433468	-;-;-;-;-;-;-;-	1497	0
CRAC_004598-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	434086;434358;434524;434749;434918;434996	434318;434478;434699;434869;434944;435034	-;-;-;-;-;-	717	0
CRAC_004599-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	435414;435582;435699;435795;436120	435536;435648;435755;436063;436272	-;-;-;-;-	669	0
CRAC_004600-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	436516;436917;437203;437346;437916;438188	436870;437158;437297;437874;438145;439306	+;+;+;+;+;+	2570	0
CRAC_004601-T1	scaffold_9;scaffold_9	438423;438809	438790;439277	-;-	837	0
CRAC_004602-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	439300;439679;439793;439941;440248	439626;439748;439892;440205;440414	-;-;-;-;-	929	0
CRAC_004603-T1	scaffold_9;scaffold_9;scaffold_9	440459;440715;441464	440670;441421;441700	+;+;+	1156	0
CRAC_004604-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	441667;441959;442149;442319;442482;442774;442936;443158;443333	441918;442106;442271;442434;442734;442891;443108;443281;443745	+;+;+;+;+;+;+;+;+	1720	0
CRAC_004605-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	443787;444024;444295;444520;445032	443975;444247;444467;444986;445187	+;+;+;+;+	1209	0
CRAC_004606-T1	scaffold_9;scaffold_9;scaffold_9	445350;445538;445677	445492;445633;446187	+;+;+	750	0
CRAC_004607-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	446200;446352;446465;446661;446739	446306;446423;446621;446696;446840	-;-;-;-;-	474	0
CRAC_004608-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	446941;447768;447846;447987;448110;448251	447721;447801;447934;448064;448205;448345	-;-;-;-;-;-	1173	0
CRAC_004609-T1	scaffold_9;scaffold_9;scaffold_9	448329;448488;448600	448444;448556;448979	+;+;+	565	0
CRAC_004610-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	448945;449197;449749;450008	449152;449704;449964;450676	+;+;+;+	1601	0
CRAC_004610-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	448945;449197;449749;450008;450201;450311;450504	449152;449704;449964;450163;450262;450455;450676	+;+;+;+;+;+;+	1468	0
CRAC_004611-T1	scaffold_9;scaffold_9	450688;451845	451797;452012	+;+	1278	0
CRAC_004612-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	451997;452749;453002;453097;453235;453486;454063;455016	452707;452957;453053;453193;453444;454023;454956;455341	-;-;-;-;-;-;-;-	3037	0
CRAC_004613-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	455265;455376;455512;455812;456069;456252	455330;455465;455760;456010;456193;456704	+;+;+;+;+;+	1182	0
CRAC_004614-T1	scaffold_9;scaffold_9;scaffold_9	456849;456939;457846	456889;457804;458456	-;-;-	1518	0
CRAC_004615-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	458657;458850;459037;459193;459327;459488	458799;458992;459143;459282;459444;459663	-;-;-;-;-;-	777	0
CRAC_004616-T1	scaffold_9;scaffold_9;scaffold_9	459679;459747;459872	459704;459825;460360	-;-;-	594	0
CRAC_004617-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	460413;460837;460987;461136;461249;461432;461646	460793;460935;461085;461204;461380;461599;462777	+;+;+;+;+;+;+	2080	0
CRAC_004618-T1	scaffold_9;scaffold_9	464777;465214	465156;465476	+;+	643	60
CRAC_004619-T1	scaffold_9;scaffold_9	465568;465849	465785;465948	+;+	318	0
CRAC_004620-T1	scaffold_9	468614	470779	+	2166	0
CRAC_004621-T1	scaffold_9;scaffold_9;scaffold_9	471226;471681;471856	471635;471813;472134	-;-;-	822	0
CRAC_004622-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	472175;472403;472554;472643;472857;473153;473331;473582	472359;472508;472601;472814;473110;473288;473536;474114	+;+;+;+;+;+;+;+	1640	0
CRAC_004623-T1	scaffold_9;scaffold_9	474115;475766	475725;476061	-;-	1907	0
CRAC_004624-T1	scaffold_9;scaffold_9;scaffold_9	476150;476553;476665	476509;476615;477060	-;-;-	819	0
CRAC_004625-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	477320;477519;477785;477935;478160;478460	477428;477700;477883;478105;478419;478594	+;+;+;+;+;+	956	0
CRAC_004626-T1	scaffold_9;scaffold_9	478670;478830	478791;479136	-;-	429	0
CRAC_004627-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	479183;479465;479608;479819	479423;479565;479777;480467	+;+;+;+	1161	0
CRAC_004628-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	480510;480749;481172;481262	480705;481126;481219;481296	-;-;-;-	657	0
CRAC_004630-T1	scaffold_9;scaffold_9	481454;486061	486017;486295	-;-	4799	0
CRAC_004629-T1	scaffold_9	481511	482578	+	1068	0
CRAC_004631-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	486298;486830;487183;487430;487629;488202;488330	486781;487137;487390;487587;488157;488289;488476	-;-;-;-;-;-;-	1922	0
CRAC_004631-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	486298;486830;487183;487430;487629;488202	486781;487137;487390;487587;488157;488476	-;-;-;-;-;-	1962	0
CRAC_004632-T1	scaffold_9	492803	494385	+	1583	0
CRAC_004633-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	494993;495334;495422;495740;495906	495264;495380;495688;495853;496146	+;+;+;+;+	941	0
CRAC_004634-T1	scaffold_9;scaffold_9;scaffold_9	496533;497841;497968	497787;497923;498033	+;+;+	1404	0
CRAC_004635-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	498915;499057;499169;499519;500745;501979	498986;499122;499474;500695;501114;502273	+;+;+;+;+;+	2286	0
CRAC_004636-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	504258;504575;504751;504993	504352;504691;504946;506082	+;+;+;+	1498	0
CRAC_004637-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	506685;506918;507393;507567;507858;508163;508935	506859;507347;507491;507815;508097;508888;509075	-;-;-;-;-;-;-	2060	0
CRAC_004638-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	509128;509350;509471;509728;510337;510766;511138	509308;509425;509683;510294;510726;511095;511186	-;-;-;-;-;-;-	1806	0
CRAC_004638-T2	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	509128;509350;509728;510337;510766;511138	509308;509683;510294;510726;511095;511186	-;-;-;-;-;-	1851	0
CRAC_004639-T1	scaffold_9	511185	512516	-	1332	0
CRAC_004640-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	512648;512717;512836;512969;513105;513212;513387;513533	512674;512783;512926;513059;513168;513336;513480;513609	+;+;+;+;+;+;+;+	636	0
CRAC_004641-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	513835;514073;514195;514347;514591;514716	514029;514145;514298;514541;514678;514777	-;-;-;-;-;-	717	0
CRAC_004642-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	514786;514932;515002;515136;515327;515446;515618	514879;514959;515095;515289;515409;515574;515900	+;+;+;+;+;+;+	865	0
CRAC_004643-T1	scaffold_9;scaffold_9;scaffold_9	516046;516158;516294	516091;516249;516812	+;+;+	657	0
CRAC_004644-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	517596;517900;518589;518779	517859;518545;518718;519094	-;-;-;-	1356	0
CRAC_004645-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9	519188;519398;519504;519696	519347;519462;519650;519965	+;+;+;+	642	70
CRAC_004646-T1	scaffold_9;scaffold_9	520181;520832	520792;521035	-;-	816	0
CRAC_004647-T1	scaffold_9;scaffold_9	521168;522968	522872;523900	-;-	2638	0
CRAC_004647-T2	scaffold_9	521168	522987	-	1820	0
CRAC_004648-T1	scaffold_9	523060	523575	+	516	0
CRAC_004650-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	523905;525327;525497;525626;525952;526118;526257	525285;525453;525586;525906;526074;526215;526445	-;-;-;-;-;-;-	2289	0
CRAC_004649-T1	scaffold_9;scaffold_9;scaffold_9	523950;524221;524332	524182;524288;524932	+;+;+	902	0
CRAC_004651-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	526422;526823;526948;527115;527328	526781;526898;527070;527281;528045	-;-;-;-;-	1444	0
CRAC_004652-T1	scaffold_9;scaffold_9	528190;528315	528259;528979	+;+	735	0
CRAC_004654-T1	scaffold_9;scaffold_9;scaffold_9	529163;530250;530817	530202;530769;530991	-;-;-	1735	0
CRAC_004654-T2	scaffold_9;scaffold_9	529163;530817	530769;530991	-;-	1782	0
CRAC_004653-T1	scaffold_9	529175	530053	+	879	0
CRAC_004655-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	530991;531206;531426;531553;531639	531161;531382;531506;531594;531806	+;+;+;+;+	639	0
CRAC_004657-T1	scaffold_9;scaffold_9;scaffold_9	532525;532744;532953	532701;532914;533096	-;-;-	492	0
CRAC_004658-T1	scaffold_9;scaffold_9;scaffold_9	533177;533742;534055	533672;534013;534510	+;+;+	1224	0
CRAC_004659-T1	scaffold_9;scaffold_9;scaffold_9	534542;534870;535264	534823;535220;535410	-;-;-	780	0
CRAC_004660-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	535438;535700;535893;536044;536251	535655;535847;535996;536206;536316	-;-;-;-;-	699	0
CRAC_004661-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	536622;537653;537923;538344;538583	537595;537882;538123;538538;538916	-;-;-;-;-	1934	2
CRAC_004662-T1	scaffold_9;scaffold_9;scaffold_9	539080;539287;540305	539240;540252;540629	+;+;+	1452	0
CRAC_004663-T1	scaffold_9;scaffold_9	541320;543225	543176;543346	-;-	1979	0
CRAC_004664-T1	scaffold_9;scaffold_9;scaffold_9;scaffold_9;scaffold_9	543732;544307;544516;544711;544864	544256;544420;544644;544822;546652	+;+;+;+;+	2669	0
CRAC_004665-T1	scaffold_9;scaffold_9;scaffold_9	545491;546393;546604	546351;546560;546696	-;-;-	1122	0
