# Program:featureCounts v2.0.2; Command:"featureCounts" "-p" "-a" "Caulerpa_lentillifera_v2.gtf" "-G" "/bigdata/stajichlab/shared/projects/Caulerpa/annotation/filtered_annotate/v2/v2/Caulerpa_lentillifera_v2.scaffolds.fa" "-T" "16" "-o" "results/STAR/Caulerpa_lentillifera_v2.featureCounts.tsv" "-g" "gene_id" "-J" "-F" "GTF" "results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	results/STAR/Caulerpa_lentillifera_v2.Aligned.sortedByCoord.out.bam
CLENT_010535-T1	scaffold_30;scaffold_30	60851;61554	61510;61649	+;+	756	3136
CLENT_010536-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	62010;62203;62479;62643;62736;62846;62954	62151;62434;62590;62693;62790;62895;63001	-;-;-;-;-;-;-	690	1624
CLENT_010537-T1	scaffold_30;scaffold_30	63598;64337	64275;64435	+;+	777	0
CLENT_010538-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	64480;64728;64894;65376;66065;66331;66704;66844	64679;64841;65325;66008;66281;66655;66796;67028	-;-;-;-;-;-;-;-	2199	0
CLENT_010538-T2	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	64480;64728;64894;65376;66065;66331;66704	64679;64841;65325;66008;66281;66655;67028	-;-;-;-;-;-;-	2246	0
CLENT_010540-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	67193;68901;69107;69253;69380	68858;69059;69185;69329;69628	-;-;-;-;-	2230	1825
CLENT_010539-T1	scaffold_30;scaffold_30;scaffold_30	67195;67316;67892	67270;67833;68129	+;+;+	832	0
CLENT_010541-T1	scaffold_30	69927	71813	-	1887	2171
CLENT_010542-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	71938;72647;74119;74720;75098;75596	72600;74062;74671;75046;75546;75880	-;-;-;-;-;-	3693	6396
CLENT_010543-T1	scaffold_30;scaffold_30;scaffold_30	75960;78743;81060	78695;81007;82640	-;-;-	6582	558
CLENT_010544-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	82678;83044;83258;83459;83790;84024;84256;84385;84529;84745	83003;83215;83415;83747;83978;84212;84339;84484;84703;84859	-;-;-;-;-;-;-;-;-;-	1797	0
CLENT_010544-T2	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	82678;83044;83459;83790;84024;84256;84385;84529;84745	83003;83415;83747;83978;84212;84339;84484;84703;84859	-;-;-;-;-;-;-;-;-	1839	0
CLENT_010545-T1	scaffold_30	84925	85278	-	354	458
CLENT_010546-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	85420;85558;85782;85899;86048	85505;85739;85852;85997;86176	-;-;-;-;-	567	1251
CLENT_010547-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	89361;90044;90291;90535;90822	89997;90249;90492;90773;91262	+;+;+;+;+	1725	0
CLENT_010547-T2	scaffold_30;scaffold_30;scaffold_30;scaffold_30	89361;90044;90291;90540	89997;90249;90492;91262	+;+;+;+	1768	0
CLENT_010547-T3	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	89361;90044;90291;90540;90822	89997;90249;90492;90773;91262	+;+;+;+;+	1720	0
CLENT_010548-T1	scaffold_30;scaffold_30;scaffold_30	93245;94295;94876	94247;94796;95689	-;-;-	2319	0
CLENT_010548-T2	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	93247;94295;94411;94876;95609	94247;94364;94796;95549;95684	-;-;-;-;-	2207	0
CLENT_010549-T1	scaffold_30;scaffold_30;scaffold_30	95828;98707;100075	96429;100032;100178	+;+;+	2032	5833
CLENT_010550-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	100280;100736;104446;104990	100535;101538;104834;105155	-;-;-;-	1614	2527
CLENT_010551-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	106583;107035;107284;107635;107895	106989;107235;107593;107848;107953	-;-;-;-;-	1191	5336
CLENT_010552-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	108824;109027;109167;109707	108985;109125;109662;110686	+;+;+;+	1737	57816
CLENT_010553-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	111160;111291;111441;111744;112931;113319	111242;111396;111698;112887;113271;113420	+;+;+;+;+;+	2034	3899
CLENT_010554-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	113487;113796;114254;114404;114618;115084	113738;114210;114359;114572;115043;115374	-;-;-;-;-;-	1659	1347
CLENT_010555-T1	scaffold_30;scaffold_30;scaffold_30	115462;115716;116004	115660;115957;116837	-;-;-	1275	0
CLENT_010555-T2	scaffold_30;scaffold_30	115462;115716	115660;116837	-;-	1321	0
CLENT_010556-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	117288;117477;117630;117784;117916;118154;118288;118534	117431;117587;117738;117869;118113;118246;118488;118671	+;+;+;+;+;+;+;+	1080	0
CLENT_010557-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	117336;118944;119254;119519	118899;119209;119476;119760	-;-;-;-	2295	858
CLENT_010558-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	120578;121467;121777;122042	121422;121732;121999;122306	-;-;-;-	1599	426
CLENT_010559-T1	scaffold_30;scaffold_30	123434;124544	124238;124761	-;-	1023	4721
CLENT_010560-T1	scaffold_30	124983	126226	+	1244	600
CLENT_010561-T1	scaffold_30;scaffold_30	126194;126704	126661;127341	-;-	1106	88
CLENT_010562-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	127451;127557;127661;127767;128043;128223	127513;127613;127717;127994;128178;128446	+;+;+;+;+;+	765	4152
CLENT_010563-T1	scaffold_30	129483	130332	+	850	1804
CLENT_010564-T1	scaffold_30;scaffold_30	130669;130829	130788;131509	+;+	801	2215
CLENT_010565-T1	scaffold_30;scaffold_30;scaffold_30	131938;132690;133424	132472;133384;133474	-;-;-	1281	891
CLENT_010566-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	133773;134064;134196;134315	134021;134142;134263;135415	+;+;+;+	1497	5609
CLENT_010567-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	135970;136097;136232;136428;136716	136043;136186;136379;136670;136886	+;+;+;+;+	726	468
CLENT_010568-T1	scaffold_30	140419	144214	+	3796	3088
CLENT_010569-T1	scaffold_30	141680	144013	-	2334	0
CLENT_010570-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	144323;144874;145028;145143;145296;145431;145608;146010;146209;146328	144814;144976;145086;145243;145382;145562;145957;146159;146283;146512	-;-;-;-;-;-;-;-;-;-	1734	3471
CLENT_010571-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	146653;147112;147402;147719;148122	147062;147357;147668;148087;148130	+;+;+;+;+	1301	252
CLENT_010572-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	148218;148446;148582;148756;148959	148400;148541;148704;148914;149108	-;-;-;-;-	711	2248
CLENT_010573-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	149139;149791;149956;150400;150516	149745;149911;150346;150466;150622	-;-;-;-;-	1293	555
CLENT_010574-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	150516;150881;151043;151259;151581;151801;152078;152217;152337	150831;150996;151219;151496;151753;152032;152168;152288;153460	+;+;+;+;+;+;+;+;+	2539	2042
CLENT_010575-T1	scaffold_30;scaffold_30;scaffold_30	152686;153720;154138	153675;153896;154845	-;-;-	1875	493
CLENT_010576-T1	scaffold_30;scaffold_30;scaffold_30	155011;155636;155849	155589;155805;156135	-;-;-	1036	0
CLENT_010576-T2	scaffold_30;scaffold_30;scaffold_30	155011;155454;155636	155403;155589;156135	-;-;-	1029	0
CLENT_010576-T3	scaffold_30;scaffold_30;scaffold_30;scaffold_30	155011;155454;155636;155849	155403;155589;155805;156121	-;-;-;-	972	0
CLENT_010578-T1	scaffold_30;scaffold_30;scaffold_30	156502;158717;158816	158676;158768;158859	-;-;-	2271	4905
CLENT_010577-T1	scaffold_30;scaffold_30	157168;157510	157446;157962	+;+	732	0
CLENT_010579-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	158972;159330;159464;159614	159284;159416;159489;159812	+;+;+;+	625	296
CLENT_010580-T1	scaffold_30	159855	160211	-	357	23
CLENT_010581-T1	scaffold_30;scaffold_30;scaffold_30	160605;160925;161073	160880;161029;161209	-;-;-	518	56
CLENT_010582-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	163175;163370;164783;165096	163180;164481;165047;166529	-;-;-;-	2817	821
CLENT_010583-T1	scaffold_30	168370	169860	-	1491	1624
CLENT_010584-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	169862;170263;170555;171080;171385	170217;170507;171032;171344;171912	-;-;-;-;-	1872	256
CLENT_010585-T1	scaffold_30;scaffold_30;scaffold_30	171570;171906;172264	171851;172207;172535	+;+;+	856	1273
CLENT_010586-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	173367;173638;173757;174069;174763;174987;175167;175784;176089;176245	173553;173709;173999;174711;174941;175108;175727;176022;176202;176269	+;+;+;+;+;+;+;+;+;+	2385	3557
CLENT_010587-T1	scaffold_30;scaffold_30	176641;177713	177662;178375	-;-	1685	2904
CLENT_010588-T1	scaffold_30;scaffold_30	178396;178814	178768;179007	+;+	567	269
CLENT_010589-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	179234;179291;181754;181952;182171	179243;181710;181897;182124;182375	-;-;-;-;-	2952	596
CLENT_010590-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	182782;182998;183179;183416;183771;184056;184353;184656	182941;183115;183365;183718;184007;184313;184603;184680	-;-;-;-;-;-;-;-	1539	1836
CLENT_010591-T1	scaffold_30;scaffold_30;scaffold_30	184964;188389;188496	188342;188425;188580	-;-;-	3501	5205
CLENT_010592-T1	scaffold_30;scaffold_30	188904;189412	189333;189552	-;-	571	8309
CLENT_010593-T1	scaffold_30;scaffold_30;scaffold_30	190073;190282;190501	190231;190454;190705	-;-;-	537	0
CLENT_010594-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	190861;191328;191554;191749;192102;192387;192687;192872;192992	191271;191511;191698;192051;192338;192644;192827;192937;193210	-;-;-;-;-;-;-;-;-	1964	0
CLENT_010594-T2	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	190861;191328;191512;191749;192102;192387;192687;192872;192992	191271;191445;191698;192051;192338;192644;192827;192937;193210	-;-;-;-;-;-;-;-;-	1940	0
CLENT_010595-T1	scaffold_30;scaffold_30;scaffold_30	193205;196701;196808	196654;196737;196907	-;-;-	3587	8804
CLENT_010596-T1	scaffold_30;scaffold_30	197246;197730	197651;197872	-;-	549	4594
CLENT_010597-T1	scaffold_30	198355	199196	-	842	5083
CLENT_010598-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	199204;199582;199711;199873;200383	199529;199665;199826;200335;200572	+;+;+;+;+	1179	2651
CLENT_010599-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30	200531;200787;201144;201317	200724;201093;201266;201658	+;+;+;+	966	14430
CLENT_010600-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	203985;204052;204405;204666;204911;205124;206243	203991;204330;204619;204868;205062;205877;206381	+;+;+;+;+;+;+	1749	188
CLENT_010601-T1	scaffold_30;scaffold_30;scaffold_30	206478;207224;207415	207176;207361;207420	-;-;-	843	869
CLENT_010602-T1	scaffold_30	207580	207981	+	402	285
CLENT_010603-T1	scaffold_30;scaffold_30;scaffold_30	213115;213427;213536	213350;213495;213542	-;-;-	312	489
CLENT_010604-T1	scaffold_30	213598	214065	-	468	788
CLENT_010605-T1	scaffold_30;scaffold_30;scaffold_30;scaffold_30;scaffold_30	214150;214416;214618;214956;215388	214375;214567;214897;215308;215558	-;-;-;-;-	1182	602
CLENT_010606-T1	scaffold_30;scaffold_30;scaffold_30	215725;216018;216204	215965;216150;216285	-;-;-	456	95
CLENT_011835-T1	scaffold_300	126	1096	-	971	3
CLENT_011836-T1	scaffold_300;scaffold_300	1924;2460	2412;3698	+;+	1728	4
CLENT_011837-T1	scaffold_300	3858	4664	+	807	24
CLENT_011838-T1	scaffold_301	3173	3897	+	725	0
CLENT_011839-T1	scaffold_302	223	825	-	603	0
CLENT_011840-T1	scaffold_302;scaffold_302;scaffold_302;scaffold_302	995;2443;3420;3962	2168;3354;3751;4771	+;+;+;+	3228	0
CLENT_011841-T1	scaffold_303;scaffold_303	296;3344	3290;3768	+;+	3420	4
CLENT_011842-T1	scaffold_304	138	1916	-	1779	2
CLENT_011843-T1	scaffold_304	2393	3474	-	1082	2
CLENT_011844-T1	scaffold_305	4387	4958	+	572	0
CLENT_011845-T1	scaffold_306;scaffold_306;scaffold_306;scaffold_306;scaffold_306;scaffold_306	1;233;903;2950;3426;3625	183;835;2896;3380;3505;3745	-;-;-;-;-;-	3412	232
CLENT_011846-T1	scaffold_309	89	1021	+	933	0
CLENT_011847-T1	scaffold_309;scaffold_309	1287;1675	1431;2909	+;+	1380	0
CLENT_011848-T1	scaffold_309;scaffold_309;scaffold_309	3260;3315;3417	3282;3347;4677	+;+;+	1317	2
CLENT_011849-T1	scaffold_309	4700	4879	+	180	0
CLENT_010607-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	1817;2350;2547;2709	2308;2499;2669;2952	-;-;-;-	1009	9097
CLENT_010608-T1	scaffold_31;scaffold_31;scaffold_31	3104;3244;3406	3199;3351;3621	-;-;-	420	1770
CLENT_010609-T1	scaffold_31;scaffold_31;scaffold_31	3794;3996;5473	3949;5429;5688	-;-;-	1806	12985
CLENT_010610-T1	scaffold_31;scaffold_31;scaffold_31	6174;6523;6709	6475;6576;6805	-;-;-	453	8087
CLENT_010611-T1	scaffold_31	7201	8310	+	1110	20338
CLENT_010612-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	9697;10226;10366;10448;10719;10833;11022;11231;11411;11645	10173;10318;10407;10667;10786;10966;11184;11308;11599;11808	-;-;-;-;-;-;-;-;-;-	1628	15422
CLENT_010613-T1	scaffold_31	11849	12374	-	526	136
CLENT_010614-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	12484;12698;12817;12919;13405	12643;12767;12871;13176;14028	+;+;+;+;+	1167	282
CLENT_010615-T1	scaffold_31	14637	14864	-	228	8
CLENT_010616-T1	scaffold_31;scaffold_31	19134;19298	19254;21021	+;+	1845	9560
CLENT_010617-T1	scaffold_31;scaffold_31;scaffold_31	21313;21540;21738	21495;21693;22672	+;+;+	1272	16241
CLENT_010618-T1	scaffold_31;scaffold_31	24126;24686	24641;25703	-;-	1534	108942
CLENT_010736-T1	scaffold_31	26061	26133	-	73	3
CLENT_010620-T1	scaffold_31;scaffold_31;scaffold_31	26291;26532;26661	26487;26619;26851	-;-;-	476	555
CLENT_010621-T1	scaffold_31;scaffold_31;scaffold_31	27210;28476;28768	28429;28721;28954	+;+;+	1653	2606
CLENT_010622-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	29146;29561;29729;29922;30490;30801	29502;29681;29881;30449;30760;30870	+;+;+;+;+;+	1500	15558
CLENT_010623-T1	scaffold_31	34392	35560	-	1169	301
CLENT_010624-T1	scaffold_31;scaffold_31;scaffold_31	35602;35801;36079	35756;35964;36125	-;-;-	366	336
CLENT_010625-T1	scaffold_31;scaffold_31	37039;37164	37098;37601	+;+	498	9
CLENT_010626-T1	scaffold_31	37564	38888	+	1325	1639
CLENT_010627-T1	scaffold_31;scaffold_31	38889;39067	39027;41280	+;+	2353	10708
CLENT_010628-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	41280;42278;42503;43348	42234;42457;43292;43525	-;-;-;-	2103	2852
CLENT_010629-T1	scaffold_31;scaffold_31;scaffold_31	43690;44192;44493	44142;44435;45001	+;+;+	1206	5092
CLENT_010630-T1	scaffold_31;scaffold_31	45713;47631	47582;47680	-;-	1920	3753
CLENT_010631-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	48214;48303;48517;48686;49219;49404	48255;48482;48645;49174;49359;50147	+;+;+;+;+;+	1725	20
CLENT_010632-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	50341;50586;50744;50927;51748;52164	50533;50697;50883;51701;52116;53145	+;+;+;+;+;+	2571	4953
CLENT_010633-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	52739;52979;53196;53322;53561	52930;53145;53271;53516;53627	-;-;-;-;-	697	525
CLENT_010634-T1	scaffold_31;scaffold_31	53724;55030	54974;55097	-;-	1319	37850
CLENT_010635-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	55156;55362;55743;56020;56178;56367;56592;56786	55316;55703;55971;56131;56325;56550;56738;57213	+;+;+;+;+;+;+;+	1751	0
CLENT_010635-T2	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	55156;55257;55362;55743;56020;56178;56367;56592;56786	55215;55316;55703;55971;56131;56325;56550;56738;57213	+;+;+;+;+;+;+;+;+	1710	0
CLENT_010635-T3	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	55257;55362;55743;56020;56178;56592;56786	55316;55703;55971;56131;56550;56738;57213	+;+;+;+;+;+;+	1691	0
CLENT_010636-T1	scaffold_31	57399	57881	+	483	14634
CLENT_010637-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	61501;62527;62702;62986;63114;63241	62488;62658;62946;63069;63194;63507	-;-;-;-;-;-	1797	738
CLENT_010638-T1	scaffold_31	64359	65165	+	807	342
CLENT_010639-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	65213;65760;66195;66299;66427	65493;66147;66249;66381;66582	-;-;-;-;-	963	174
CLENT_010640-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	67322;67834;67984;68134;68299;68506;68600;68808;69057;69433;69695;69861	67791;67932;68082;68232;68457;68558;68711;68998;69384;69648;69735;69954	-;-;-;-;-;-;-;-;-;-;-;-	1961	2442
CLENT_010641-T1	scaffold_31	71047	71784	+	738	2031
CLENT_010642-T1	scaffold_31;scaffold_31;scaffold_31	72027;73592;73787	73538;73667;73895	-;-;-	1697	29682
CLENT_010643-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	73919;75672;75826;76102	75623;75779;76039;76240	-;-;-;-	2166	0
CLENT_010643-T2	scaffold_31;scaffold_31;scaffold_31;scaffold_31	73919;75672;75826;76102	75623;75779;76055;76240	-;-;-;-	2182	0
CLENT_010643-T3	scaffold_31;scaffold_31;scaffold_31	73919;75672;75826	75623;75779;76240	-;-;-	2228	0
CLENT_010644-T1	scaffold_31;scaffold_31;scaffold_31	76413;76690;76889	76643;76811;76934	-;-;-	399	40
CLENT_010645-T1	scaffold_31;scaffold_31;scaffold_31	77207;77422;78242	77372;78197;78298	-;-;-	999	5950
CLENT_010646-T1	scaffold_31;scaffold_31;scaffold_31	78546;78745;78970	78696;78925;79363	+;+;+	726	1844
CLENT_010647-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	79491;79751;79916;80203	79708;79871;80152;80607	-;-;-;-	981	5428
CLENT_010648-T1	scaffold_31;scaffold_31;scaffold_31	80702;82075;82272	82007;82220;82429	-;-;-	1610	115939
CLENT_010649-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	82998;83596;83964;84151	83556;83906;84098;84414	-;-;-;-	1269	5346
CLENT_010650-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	84618;84789;84974;85092	84746;84928;85046;85151	+;+;+;+	402	1644
CLENT_010651-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	85234;85381;85597;86054;86246	85327;85555;86011;86183;86361	-;-;-;-;-	930	1496
CLENT_010652-T1	scaffold_31;scaffold_31	87727;91258	91214;91301	-;-	3532	1620
CLENT_010653-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	91494;92026;92666;92824	91982;92612;92776;92951	-;-;-;-	1315	22
CLENT_010653-T2	scaffold_31;scaffold_31;scaffold_31;scaffold_31	91498;92026;92666;92824	91673;92612;92776;92951	-;-;-;-	1002	0
CLENT_010654-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	93035;93536;93733;94178;94690;95057	93483;93687;94125;94421;95010;95276	-;-;-;-;-;-	1779	1922
CLENT_010655-T1	scaffold_31;scaffold_31;scaffold_31	96205;96652;97039	96613;96996;97217	-;-;-	933	2702
CLENT_010656-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	97298;97811;98144;99248	97765;98099;99148;100489	-;-;-;-	3004	14184
CLENT_010657-T1	scaffold_31;scaffold_31	100685;103925	103873;103975	-;-	3240	380
CLENT_010658-T1	scaffold_31	104711	107176	+	2466	4618
CLENT_010659-T1	scaffold_31	107460	108785	+	1326	2777
CLENT_010660-T1	scaffold_31	108814	110731	+	1918	5275
CLENT_010661-T1	scaffold_31;scaffold_31;scaffold_31	111347;111549;111710	111499;111668;111934	+;+;+	498	72
CLENT_010662-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	113625;115291;115410;115570;115729;115961;116083	113843;115368;115526;115689;115917;116033;116111	-;-;-;-;-;-;-	825	992
CLENT_010663-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	116308;116849;117110;117351;117551;117736	116789;117043;117308;117508;117692;117992	+;+;+;+;+;+	1433	9429
CLENT_010664-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	122602;123294;123523;123765;124031;124217;124369;124599;124762;125194;125802;126506;126721	123247;123476;123717;123982;124156;124319;124554;124718;125147;125755;126461;126676;126839	-;-;-;-;-;-;-;-;-;-;-;-;-	3675	0
CLENT_010664-T2	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	122602;123294;123523;124031;124217;124369;124599;124762;125194;125802;126506;126721	123247;123476;123982;124156;124319;124554;124718;125147;125755;126461;126676;126839	-;-;-;-;-;-;-;-;-;-;-;-	3722	0
CLENT_010664-T3	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	122602;123294;123523;123765;124031;124217;124369;124599;124762;125194;125802;126721	123247;123476;123717;123982;124156;124319;124554;124718;125147;125755;126676;126839	-;-;-;-;-;-;-;-;-;-;-;-	3719	0
CLENT_010665-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	127489;127842;128039;128351;128558;128863;129152;129527;129777;130131;130421;130597;131623;131843;132440;132825;133231;133694;134104;134643;134963;135356;135807;136136;136461;136760;137041;137324;137622;138423;138853;139130;139399;139552	127791;127984;128303;128537;128812;129100;129494;129728;130087;130377;130548;131576;131797;132396;132779;133187;133647;134055;134595;134913;135298;135761;136087;136417;136709;137001;137279;137577;138381;138804;139081;139352;139502;140743	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11755	1634
CLENT_010666-T1	scaffold_31	144631	145125	+	495	1936
CLENT_010667-T1	scaffold_31	146936	147898	+	963	3561
CLENT_010669-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	148667;149909;150188;150697;150987;151232;151388;151561;151759;151981;152259;152478;152766;152994;153189;153330;153583	149859;150132;150643;150934;151178;151341;151506;151709;151920;152214;152429;152700;152923;153135;153243;153525;153635	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4075	5904
CLENT_010668-T1	scaffold_31;scaffold_31	148943;149085	149029;149345	+;+	348	0
CLENT_010670-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31	154172;155180;155544;155758	155134;155384;155713;156048	-;-;-;-	1629	11014
CLENT_010671-T1	scaffold_31;scaffold_31;scaffold_31	156355;156435;156698	156377;156651;158122	-;-;-	1665	4147
CLENT_010672-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	158321;158448;158622;158841;159264	158394;158569;158794;159214;159339	-;-;-;-;-	819	939
CLENT_010673-T1	scaffold_31	159615	160338	-	724	217
CLENT_010674-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	160426;161075;161261;162390;162540;162703;162889;163808	161025;161219;162160;162491;162660;162837;163766;164237	-;-;-;-;-;-;-;-	3311	11074
CLENT_010675-T1	scaffold_31	164383	164865	+	483	3891
CLENT_010676-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	164973;165647;166264;166626;166830;166969;167688;167860;168127;168284	165597;166211;166570;166780;166913;167641;167813;168072;168225;168322	-;-;-;-;-;-;-;-;-;-	2886	3864
CLENT_010677-T1	scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31;scaffold_31	168713;168860;169054;169247;169539;170201;170416;170682;170790;170952;171175	168814;168994;169205;169493;170144;170365;170622;170748;170901;171129;171393	-;-;-;-;-;-;-;-;-;-;-	2190	2015
CLENT_010678-T1	scaffold_31;scaffold_31	171591;171914	171867;172065	+;+	429	563
